Gene stable ID,Transcript stable ID,Transcript start (bp),Transcript end (bp),Gene name,Transcript count,Gene type,Gene description,Strand
YLR373C,YLR373C_mRNA,868662,871367,VID22,1,protein_coding,"Glycosylated integral membrane protein localized to plasma membrane; plays a role in fructose-1,6-bisphosphatase (FBPase) degradation; involved in FBPase transport from the cytosol to Vid (vacuole import and degradation) vesicles; VID22 has a paralog, ENV11, that arose from the whole genome duplication [Source:SGD;Acc:S000004365]",-1
snR87,snR87_snoRNA,431030,431138,,1,snoRNA,C/D box small nucleolar RNA (snoRNA); guides 2'-O-methylation of small subunit (SSU) rRNA at position A436 [Source:SGD;Acc:S000114301],-1
YJL165C,YJL165C_mRNA,106894,109461,HAL5,1,protein_coding,"Putative protein kinase; overexpression increases sodium and lithium tolerance, whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake, suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog, KKQ8, that arose from the whole genome duplication [Source:SGD;Acc:S000003701]",-1
YOL004W,YOL004W_mRNA,316938,321548,SIN3,1,protein_coding,"Component of both the Rpd3S and Rpd3L histone deacetylase complexes; involved in transcriptional repression and activation of diverse processes, including mating-type switching and meiosis; involved in the maintenance of chromosomal integrity [Source:SGD;Acc:S000005364]",1
YOL125W,YOL125W_mRNA,83834,85264,TRM13,1,protein_coding,2'-O-methyltransferase; responsible for modification of tRNA at position 4; C-terminal domain has similarity to Rossmann-fold (RFM) superfamily of RNA methyltransferases [Source:SGD;Acc:S000005485],1
YML010W,YML010W_mRNA,247677,250868,SPT5,1,protein_coding,"Spt4p/5p (DSIF) transcription elongation factor complex subunit; the Spt4/5 complex binds to ssRNA in a sequence-specific manner, and in concert with RNAP I and II has multiple roles regulating transcriptional elongation, RNA processing, quality control, and transcription-coupled repair; interacts with DNA upstream of RNAPII and the non-template strand of the transcription bubble; Spt5p is the only transcription elongation factor conserved in all domains of life [Source:SGD;Acc:S000004470]",1
YOR128C,YOR128C_mRNA,564476,566191,ADE2,1,protein_coding,Phosphoribosylaminoimidazole carboxylase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway; red pigment accumulates in mutant cells deprived of adenine [Source:SGD;Acc:S000005654],-1
YDR384C,YDR384C_mRNA,1241204,1242031,ATO3,1,protein_coding,"Plasma membrane protein, putative ammonium transporter; regulation pattern suggests a possible role in export of ammonia from the cell; phosphorylated in mitochondria; member of the TC 9.B.33 YaaH family of putative transporters [Source:SGD;Acc:S000002792]",-1
YGR245C,YGR245C_mRNA,979765,982068,SDA1,1,protein_coding,Protein required for actin organization and passage through Start; highly conserved nuclear protein; required for actin cytoskeleton organization; plays a critical role in G1 events; binds Nap1p; involved in 60S ribosome biogenesis [Source:SGD;Acc:S000003477],-1
YER053C,YER053C_mRNA,258737,259639,PIC2,1,protein_coding,Mitochondrial copper and phosphate carrier; imports copper and inorganic phosphate into mitochondria; functionally redundant with Mir1p but less abundant than Mir1p under normal conditions; expression is induced at high temperature [Source:SGD;Acc:S000000855],-1
YLR029C,YLR029C_mRNA,201976,202590,RPL15A,1,protein_coding,"Ribosomal 60S subunit protein L15A; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L15, no bacterial homolog; RPL15A has a paralog, RPL15B, that arose from the whole genome duplication [Source:SGD;Acc:S000004019]",-1
YLR224W,YLR224W_mRNA,586464,587573,UCC1,1,protein_coding,"F-box protein and component of SCF ubiquitin ligase complexes; involved in ubiquitin-dependent protein catabolism; readily monoubiquitinated in vitro by SCF-Ubc4 complexes; SCF-Ucc1 regulates level of Cit2 citrate synthase protein to maintain citrate homeostasis, acts as metabolic switch for glyoxylate cycle; UCC1 transcription is downregulated in cells grown on C2-compounds [Source:SGD;Acc:S000004214]",1
YLR299W,YLR299W_mRNA,726069,728051,ECM38,1,protein_coding,Gamma-glutamyltranspeptidase; major glutathione-degrading enzyme; involved in detoxification of electrophilic xenobiotics; expression induced mainly by nitrogen starvation [Source:SGD;Acc:S000004290],1
YMR026C,YMR026C_mRNA,324236,325435,PEX12,1,protein_coding,C3HC4-type RING-finger peroxin and E3 ubiquitin ligase; required for peroxisome biogenesis and peroxisomal matrix protein import; forms translocation subcomplex with Pex2p and Pex10p; mutations in human homolog cause peroxisomal disorder [Source:SGD;Acc:S000004628],-1
YBL076C,YBL076C_mRNA,81043,84261,ILS1,1,protein_coding,Cytoplasmic isoleucine-tRNA synthetase; target of the G1-specific inhibitor reveromycin A [Source:SGD;Acc:S000000172],-1
YHR050W,YHR050W_mRNA,207654,209303,SMF2,1,protein_coding,Divalent metal ion transporter involved in manganese homeostasis; has broad specificity for di-valent and tri-valent metals; post-translationally regulated by levels of metal ions; member of the Nramp family of metal transport proteins [Source:SGD;Acc:S000001092],1
YLR309C,YLR309C_mRNA,749034,751769,IMH1,1,protein_coding,"Protein involved in vesicular transport; mediates transport between an endosomal compartment and the Golgi, contains a Golgi-localization (GRIP) domain that interacts with activated Arl1p-GTP to localize Imh1p to the Golgi [Source:SGD;Acc:S000004300]",-1
YNR038W,YNR038W_mRNA,695595,697484,DBP6,1,protein_coding,Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant [Source:SGD;Acc:S000005321],1
YIL002C,YIL002C_mRNA,350591,353431,INP51,1,protein_coding,"Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; synaptojanin-like protein with an N-terminal Sac1 domain, plays a role in phosphatidylinositol 4,5-bisphosphate homeostasis and in endocytosis; null mutation confers cold-tolerant growth [Source:SGD;Acc:S000001264]",-1
YDL164C,YDL164C_mRNA,164987,167254,CDC9,1,protein_coding,"DNA ligase I found in nucleus and mitochondria; essential enzyme that joins Okazaki fragments during DNA replication; also acts in ribonucleotide excision repair, base excision repair, and recombination; DNA ligase I mutants trigger ubiquitination of PCNA at K107, facilitating Rad59p-mediated bypass of unligated Okazaki fragments; human homolog LIG1 can complement yeast cdc9 temperature-sensitive mutant at restrictive temperature [Source:SGD;Acc:S000002323]",-1
YJL078C,YJL078C_mRNA,291336,293981,PRY3,1,protein_coding,"Cell wall-associated protein involved in export of acetylated sterols; member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP), antigen 5, and pathogenesis related 1 proteins); role in mating efficiency; expression of full-length transcript is daughter cell-specific; in response to alpha factor, a short transcript starting at +452 is expressed and the long form is repressed by Ste12p [Source:SGD;Acc:S000003614]",-1
YBR030W,YBR030W_mRNA,298292,299950,RKM3,1,protein_coding,Ribosomal lysine methyltransferase; specific for monomethylation of Rpl42ap and Rpl42bp (lysine 40); nuclear SET domain containing protein; relocalizes to the cytosol in response to hypoxia [Source:SGD;Acc:S000000234],1
YPL047W,YPL047W_mRNA,465962,466261,SGF11,1,protein_coding,"Integral subunit of SAGA histone acetyltransferase complex; regulates transcription of a subset of SAGA-regulated genes, required for the Ubp8p association with SAGA and for H2B deubiquitylation [Source:SGD;Acc:S000005968]",1
YKL015W,YKL015W_mRNA,408544,411483,PUT3,1,protein_coding,"Transcriptional activator; binds specific gene recruitment sequences and is required for DNA zip code-mediated targeting of genes to nuclear periphery; regulates proline utilization genes, constitutively binds PUT1 and PUT2 promoters as a dimer, undergoes conformational change to form active state; binds other promoters only under activating conditions; differentially phosphorylated in presence of different nitrogen sources; has a Zn(2)-Cys(6) binuclear cluster domain [Source:SGD;Acc:S000001498]",1
YOR118W,YOR118W_mRNA,546857,548560,RTC5,1,protein_coding,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; null mutation suppresses cdc13-1 temperature sensitivity [Source:SGD;Acc:S000005644],1
YNR008W,YNR008W_mRNA,640396,642381,LRO1,1,protein_coding,Acyltransferase that catalyzes diacylglycerol esterification; one of several acyltransferases that contribute to triglyceride synthesis; Lro1p and Dga1p can O-acylate ceramides; putative homolog of human lecithin cholesterol acyltransferase [Source:SGD;Acc:S000005291],1
YGL077C,YGL077C_mRNA,362225,363916,HNM1,1,protein_coding,"Plasma membrane transporter for choline, ethanolamine, and carnitine; involved in the uptake of nitrogen mustard and the uptake of glycine betaine during hypersaline stress; co-regulated with phospholipid biosynthetic genes and negatively regulated by choline and myo-inositol [Source:SGD;Acc:S000003045]",-1
YPR133C,YPR133C_mRNA,795978,797210,SPN1,1,protein_coding,"Protein involved in RNA polymerase II transcription; is constitutively recruited to the CYC1 promoter and is required for recruitment of chromatin remodeling factors for the expression of CYC1 gene; interacts genetically or physically with RNAP II, TBP, TFIIS, and chromatin remodelling factors; central domain highly conserved throughout eukaryotes; mutations confer an Spt- phenotype [Source:SGD;Acc:S000006337]",-1
YAR071W,YAR071W_mRNA,225460,226863,PHO11,1,protein_coding,"One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2; PHO11 has a paralog, PHO12, that arose from a segmental duplication [Source:SGD;Acc:S000000094]",1
YDL049C,YDL049C_mRNA,365068,365874,KNH1,1,protein_coding,"Protein with similarity to Kre9p; Kre9p is involved in cell wall beta 1,6-glucan synthesis; overproduction suppresses growth defects of a kre9 null mutant; required for propionic acid resistance [Source:SGD;Acc:S000002207]",-1
YEL039C,YEL039C_mRNA,79636,79977,CYC7,1,protein_coding,"Cytochrome c isoform 2, expressed under hypoxic conditions; also known as iso-2-cytochrome c; electron carrier of the mitochondrial intermembrane space that transfers electrons from ubiquinone-cytochrome c oxidoreductase to cytochrome c oxidase during cellular respiration; protein abundance increases in response to DNA replication stress; CYC7 has a paralog, CYC1, that arose from the whole genome duplication [Source:SGD;Acc:S000000765]",-1
YHR167W,YHR167W_mRNA,439342,440127,THP2,1,protein_coding,"Subunit of the THO and TREX complexes; THO connects transcription elongation and mitotic recombination, and TREX is recruited to activated genes and couples transcription to mRNA export; involved in telomere maintenance [Source:SGD;Acc:S000001210]",1
YGR037C,YGR037C_mRNA,559731,559994,ACB1,1,protein_coding,"Acyl-CoA-binding protein; transports newly synthesized acyl-CoA esters from fatty acid synthetase (Fas1p-Fas2p) to acyl-CoA-consuming processes; subject to starvation-induced, Grh1p-mediated unconventional secretion; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000003269]",-1
YPR082C,YPR082C_mRNA,704225,704656,DIB1,1,protein_coding,17-kDa component of the U4/U6aU5 tri-snRNP; plays an essential role in pre-mRNA splicing; human ortholog TXNL4A (the human U5-specific 15-kDa protein) complements yeast dib1 null mutant [Source:SGD;Acc:S000006286],-1
YKR002W,YKR002W_mRNA,443232,444938,PAP1,1,protein_coding,"Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation, forms multiprotein complex with polyadenylation factor I (PF I), also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping [Source:SGD;Acc:S000001710]",1
YOL010W,YOL010W_mRNA,307938,309041,RCL1,1,protein_coding,Endonuclease that cleaves pre-rRNA at site A2 for 18S rRNA biogenesis; subunit of U3-containing 90S preribosome processome complex involved in small ribosomal subunit assembly; stimulates Bms1p GTPase and U3 binding activity; similar to RNA cyclase-like proteins but no cyclase activity detected [Source:SGD;Acc:S000005370],1
YOR083W,YOR083W_mRNA,479533,480420,WHI5,1,protein_coding,"Repressor of G1 transcription; binds to SCB binding factor (SBF) at SCB target promoters in early G1; dilution of Whi5p concentration during cell growth determines cell size; phosphorylation of Whi5p by the CDK, Cln3p/Cdc28p relieves repression and promoter binding by Whi5, and contributes to both the determination of critical cell size at START and cell fate; periodically expressed in G1 [Source:SGD;Acc:S000005609]",1
YLR367W,YLR367W_mRNA,856442,857317,RPS22B,1,protein_coding,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15A and bacterial S8; RPS22B has a paralog, RPS22A, that arose from the whole genome duplication [Source:SGD;Acc:S000004359]",1
YHR168W,YHR168W_mRNA,440377,441933,MTG2,1,protein_coding,"Putative GTPase; member of the Obg family; peripheral protein of the mitochondrial inner membrane that associates with the large ribosomal subunit; required for mitochondrial translation, possibly via a role in ribosome assembly [Source:SGD;Acc:S000001211]",1
